vessel,service,ata,atb,ats,liner,berth window,berth,berth status
MSC FLORENTINA 084S,EXTRA CALL,18/02/2017 08:00,18/02/2017 16:35,19/02/2017 10:00,MSC,,2,OUT
MSC ORIANE NA 704A,NWC1,17/02/2017 17:54,18/02/2017 17:25,19/02/2017 12:10,MSC,17/02/2017 13:00,3,OUT
MSC VANESSA UA 706R,USA-STRING,18/02/2017 01:06,19/02/2017 15:30,20/02/2017 03:10,MSC,18/02/2017 07:00,3,IN
CEZANNE 1704,SAMBA,19/02/2017 14:00,19/02/2017 16:20,20/02/2017 17:10,MAE,19/02/2017 13:00,2,OUT
MSC BARBARA UA 704A,USA-STRING,19/02/2017 17:12,20/02/2017 07:15,21/02/2017 05:50,MSC,20/02/2017 07:00,3,IN
MAERSK LIMA 1703,SAMBA,20/02/2017 18:00,20/02/2017 21:00,21/02/2017 09:15,MAE,20/02/2017 19:00,2,IN
SEBASTIAO CABOTO 038N,ALCT1,18/02/2017 17:35,21/02/2017 08:45,21/02/2017 15:15,ALI,22/02/2017 19:00,3,IN
LOG-IN JATOBÁ 127N,SAS,20/02/2017 15:06,21/02/2017 20:30,22/02/2017 11:25,LOG,20/02/2017 19:00,1,IN
MSC VIGO MM 704A,WMED,21/02/2017 12:30,21/02/2017 21:35,22/02/2017 22:15,MSC,18/02/2017 19:00,3,OUT
MAERSK LETICIA 702W,IPANE-ASAS,21/02/2017 07:00,21/02/2017 14:45,23/02/2017 02:40,MAE,19/02/2017 01:00,2,OUT
BOMAR RESOLVE 005S,SAS,21/02/2017 11:00,22/02/2017 21:00,23/02/2017 08:50,LOG,21/02/2017 13:00,1,IN
MSC SARA ELENA FI 706R,IPANE-ASAS,21/02/2017 08:00,23/02/2017 02:07,24/02/2017 13:10,MSC,21/02/2017 07:00,3,OUT
RHODOS SS 706R,SPAIN,21/02/2017 23:48,23/02/2017 06:39,24/02/2017 13:35,MSC,21/02/2017 07:00,2,OUT
LOG-IN PANTANAL 156,SHUTTLE RI,23/02/2017 18:45,24/02/2017 19:55,25/02/2017 03:10,LOG,23/02/2017 13:00,3,OUT
SAN ALVARO 705W,SAE,23/02/2017 04:36,24/02/2017 18:00,25/02/2017 03:40,ALI,24/02/2017 01:00,2,IN
MSC CORUNA MM 707R,WMED,24/02/2017 11:00,24/02/2017 22:25,25/02/2017 18:10,MSC,24/02/2017 19:00,1,IN
MERCOSUL ITAJAI 1706,MERCO,25/02/2017 05:50,25/02/2017 10:20,25/02/2017 23:45,MER,24/02/2017 13:00,2,OUT
LOGIN AMAZONIA 1708A,VITORIA,24/02/2017 09:30,25/02/2017 08:50,26/02/2017 00:15,MSC,25/02/2017 01:00,3,IN
MSC KATYAYNI NA 705A,NWC1,24/02/2017 04:24,25/02/2017 21:45,26/02/2017 12:45,MSC,24/02/2017 13:00,1,IN
MSC BARCELONA MM 705A,WMED,25/02/2017 12:12,26/02/2017 02:44,26/02/2017 17:45,MSC,25/02/2017 19:00,3,IN
BARTOLOMEU DIAS 025N,ALCT1,25/02/2017 14:15,26/02/2017 16:45,27/02/2017 06:15,ALI,01/03/2017 19:00,2,IN
MSC BARBARA NA 707R,NWC1,26/02/2017 01:50,26/02/2017 21:30,27/02/2017 12:45,MSC,23/02/2017 19:00,3,OUT
MAERSK LABERINTO 1704,SAMBA,27/02/2017 01:00,27/02/2017 03:30,28/02/2017 03:45,MAE,26/02/2017 13:00,1,OUT
MSC MICHAELA UA 705A,USA-STRING,27/02/2017 06:00,27/02/2017 16:20,28/02/2017 05:45,MSC,27/02/2017 07:00,2,IN
CORDELIA 010N,SAS,27/02/2017 16:30,27/02/2017 18:55,28/02/2017 06:45,LOG,27/02/2017 19:00,3,IN
MAERSK LINS 1703,SAMBA,28/02/2017 02:00,28/02/2017 09:30,28/02/2017 21:20,MAE,27/02/2017 19:00,1,OUT
MSC LILY FI 707R,IPANE-ASAS,28/02/2017 07:00,28/02/2017 10:30,01/03/2017 18:15,MSC,28/02/2017 07:00,2,IN
MOL LONDRINA 703A,IPANE-ASAS,28/02/2017 06:00,28/02/2017 11:20,01/03/2017 17:40,MOL,26/02/2017 01:00,3,OUT
MERCOSUL SANTOS 1706,MERCO,28/02/2017 14:45,01/03/2017 13:15,02/03/2017 02:10,MER,03/03/2017 13:00,1,IN
MSC KATYAYNI NA 708R,NWC1,01/03/2017 09:36,02/03/2017 06:50,03/03/2017 01:50,MSC,02/03/2017 19:00,3,IN
MSC AMALFI SS 707R,SPAIN,02/03/2017 03:00,02/03/2017 05:30,03/03/2017 07:40,MSC,28/02/2017 07:00,2,OUT
ALDEBARAN 038S,SAS,02/03/2017 17:00,03/03/2017 05:35,03/03/2017 21:35,LOG,28/02/2017 13:00,1,OUT
ALGOL 1704,SAE,02/03/2017 06:36,03/03/2017 09:50,03/03/2017 22:35,MER,03/03/2017 01:00,3,IN
MSC FLORENTINA UA 708R,USA-STRING,03/03/2017 15:30,03/03/2017 17:20,04/03/2017 18:39,MSC,04/03/2017 07:00,2,IN
LOGIN AMAZONIA 1710A,VITORIA,03/03/2017 16:24,04/03/2017 00:40,05/03/2017 00:10,MSC,04/03/2017 01:00,3,IN
MSC VIGO MM 708R,WMED,04/03/2017 04:00,04/03/2017 07:55,05/03/2017 00:50,MSC,03/03/2017 19:00,1,OUT
RIO DE JANEIRO 706S,WMED,04/03/2017 03:00,05/03/2017 03:35,05/03/2017 13:10,HAM,04/03/2017 19:00,3,IN
MAERSK SIRAC 704W,IPANE-ASAS,04/03/2017 21:00,04/03/2017 22:45,05/03/2017 23:25,MAE,05/03/2017 01:00,2,IN
FERNAO DE MAGALHAES 033N,ALCT1,04/03/2017 08:45,06/03/2017 01:45,06/03/2017 10:15,ALI,08/03/2017 19:00,2,IN
MAERSK LIMA 1704,SAMBA,05/03/2017 15:00,05/03/2017 20:10,06/03/2017 16:15,MAE,05/03/2017 13:00,1,OUT
MSC MARIANNA UA 706A,USA-STRING,05/03/2017 06:30,05/03/2017 20:45,06/03/2017 16:47,MSC,06/03/2017 07:00,3,IN
BOMAR RESOLVE 006N,SAS,06/03/2017 17:40,06/03/2017 20:19,07/03/2017 06:40,LOG,06/03/2017 19:00,3,IN
NORTHERN MAJESTIC NA 706A,NWC1,06/03/2017 05:06,06/03/2017 15:00,07/03/2017 15:15,MSC,10/03/2017 13:00,2,IN
MERCOSUL MANAUS 1705,SAS,06/03/2017 21:00,07/03/2017 09:20,07/03/2017 20:50,MER,07/03/2017 13:00,3,IN
MSC ARICA SS 708R,SPAIN,06/03/2017 17:00,07/03/2017 00:30,08/03/2017 08:10,MSC,07/03/2017 07:00,1,IN
MERCOSUL SUAPE 1706,MERCO,07/03/2017 14:40,08/03/2017 06:30,08/03/2017 17:10,MER,10/03/2017 13:00,3,IN
MAERSK LETICIA 702E,IPANE-ASAS,07/03/2017 17:30,07/03/2017 19:50,08/03/2017 23:45,MAE,07/03/2017 07:00,2,OUT
SAN ALVARO 707W,SAE,09/03/2017 05:42,09/03/2017 09:36,09/03/2017 20:40,ALI,10/03/2017 01:00,3,IN
MAERSK LEON 1703,SAMBA,09/03/2017 18:00,09/03/2017 19:45,10/03/2017 05:05,MAE,06/03/2017 19:00,1,OUT
MSC MICHAELA UA 709R,USA-STRING,10/03/2017 02:00,10/03/2017 07:55,11/03/2017 00:15,MSC,11/03/2017 07:00,2,IN
MSC MARGARITA NA 707A,NWC1,10/03/2017 06:00,10/03/2017 09:05,11/03/2017 02:20,MSC,10/03/2017 13:00,3,IN
LOG-IN PANTANAL 158,SHUTTLE RI,10/03/2017 05:00,10/03/2017 17:45,11/03/2017 08:15,LOG,09/03/2017 13:00,1,OUT
MSC MARIANNA NA 709R,NWC1,11/03/2017 05:30,11/03/2017 07:15,11/03/2017 20:05,MSC,09/03/2017 19:00,2,OUT
MSC CADIZ MM 707A,WMED,11/03/2017 08:00,11/03/2017 12:30,12/03/2017 03:05,MSC,11/03/2017 19:00,3,IN
MSC BARCELONA MM 709R,WMED,11/03/2017 21:00,12/03/2017 00:25,12/03/2017 17:15,MSC,10/03/2017 19:00,2,OUT
AMERICO VESPUCIO 033N,ALCT1,11/03/2017 23:30,12/03/2017 08:10,12/03/2017 18:10,ALI,15/03/2017 19:00,3,IN
MAERSK LINS 1704,SAMBA,12/03/2017 14:00,12/03/2017 15:48,13/03/2017 14:50,MAE,12/03/2017 13:00,1,OUT
CORDELIA 010S,SAS,13/03/2017 20:18,14/03/2017 06:25,14/03/2017 22:35,LOG,13/03/2017 19:00,1,OUT
MSC AJACCIO SS 709R,SPAIN,14/03/2017 01:30,14/03/2017 03:00,15/03/2017 06:15,MSC,14/03/2017 07:00,3,IN
ALDEBARAN 039N,SAS,15/03/2017 06:00,15/03/2017 10:50,16/03/2017 06:20,LOG,13/03/2017 19:00,1,OUT
MOL LONDRINA 709B,IPANE-ASAS,15/03/2017 10:00,15/03/2017 11:30,16/03/2017 11:15,MOL,14/03/2017 07:00,2,OUT
MSC GENEVA UA 707A,USA-STRING,16/03/2017 03:00,16/03/2017 08:15,16/03/2017 22:10,MSC,13/03/2017 07:00,3,OUT
MSC MARGARITA NA 710R,NWC1,14/03/2017 20:42,16/03/2017 09:17,16/03/2017 23:15,MSC,16/03/2017 19:00,1,IN
MAERSK LANCO 1703,SAMBA,16/03/2017 16:30,16/03/2017 17:45,17/03/2017 07:35,MAE,13/03/2017 19:00,2,OUT
ALGOL 1706,SAE,16/03/2017 06:00,17/03/2017 01:35,17/03/2017 12:40,MER,17/03/2017 01:00,3,IN
RIO DE JANEIRO 706N,WMED,17/03/2017 10:30,17/03/2017 12:30,18/03/2017 08:00,HAM,17/03/2017 19:00,1,IN
E.R LONDON NA 708A,NWC1,17/03/2017 07:00,18/03/2017 01:52,18/03/2017 13:10,HLC,17/03/2017 13:00,3,IN
LOGIN AMAZONIA 1711A,VITORIA,17/03/2017 13:30,17/03/2017 15:45,18/03/2017 14:10,MSC,18/03/2017 01:00,2,IN
MSC ALICANTE MM 708A,WMED,18/03/2017 08:00,18/03/2017 11:40,18/03/2017 23:48,MSC,18/03/2017 19:00,1,IN
NORTHERN MAJESTIC UA 710R,USA-STRING,17/03/2017 09:58,18/03/2017 21:10,19/03/2017 14:50,MSC,18/03/2017 07:00,2,IN
LOG-IN PANTANAL 159,SHUTTLE RI,18/03/2017 12:00,19/03/2017 01:53,19/03/2017 15:10,LOG,16/03/2017 13:00,1,OUT
MAERSK LAGUNA 706W,IPANE-ASAS,18/03/2017 21:00,18/03/2017 22:40,20/03/2017 10:20,MAE,19/03/2017 01:00,3,IN
MAERSK LEON 1704,SAMBA,19/03/2017 11:00,19/03/2017 18:30,20/03/2017 10:50,MAE,19/03/2017 13:00,1,IN
MSC MAUREEN UA 708A,USA-STRING,20/03/2017 08:00,20/03/2017 06:05,20/03/2017 19:50,MSC,20/03/2017 07:00,2,OUT
MAERSK LAMANAI 1703,SAMBA,20/03/2017 17:00,20/03/2017 18:35,21/03/2017 04:15,MAE,20/03/2017 19:00,3,IN
VICENTE PINZON 023N,ALCT1,18/03/2017 11:30,20/03/2017 23:30,21/03/2017 09:10,ALI,22/03/2017 19:00,1,IN
MERCOSUL MANAUS 1706,SAS,20/03/2017 18:00,20/03/2017 23:50,21/03/2017 15:05,MER,20/03/2017 19:00,2,IN
BOMAR RESOLVE 006S,SAS,21/03/2017 09:30,21/03/2017 13:55,22/03/2017 00:15,LOG,21/03/2017 13:00,3,IN
MSC MELINE SS 710R,SPAIN,20/03/2017 02:30,21/03/2017 13:10,22/03/2017 11:20,MSC,21/03/2017 07:00,1,IN
MERCOSUL ITAJAI 1708,MERCO,21/03/2017 15:12,22/03/2017 05:15,23/03/2017 00:10,MER,24/03/2017 13:00,3,IN
MAERSK SIRAC 704E,IPANE-ASAS,21/03/2017 21:00,21/03/2017 23:45,23/03/2017 12:40,MAE,21/03/2017 07:00,2,OUT
E.R LONDON NA 711R,NWC1,22/03/2017 13:36,23/03/2017 10:25,24/03/2017 00:25,HLC,23/03/2017 19:00,1,IN
CARTAGENA TRADER 1705,EXTRA CALL,23/03/2017 09:30,23/03/2017 11:20,24/03/2017 07:15,MAE,,3,OUT
LOG-IN PANTANAL 160,SHUTTLE RI,23/03/2017 20:00,24/03/2017 11:00,24/03/2017 19:10,LOG,23/03/2017 13:00,3,OUT
MSC KRYSTAL NA 709A,NWC1,24/03/2017 03:00,24/03/2017 06:30,24/03/2017 22:10,MSC,24/03/2017 13:00,2,IN
MSC CADIZ MM 711R,WMED,24/03/2017 17:00,24/03/2017 18:40,25/03/2017 09:10,MSC,24/03/2017 19:00,1,IN
SAN ALVARO 709W,SAE,24/03/2017 04:00,24/03/2017 21:00,25/03/2017 10:05,ALI,24/03/2017 01:00,3,OUT
LOGIN AMAZONIA 1712A,VITORIA,24/03/2017 22:00,25/03/2017 03:25,25/03/2017 18:40,MSC,25/03/2017 01:00,2,IN
RIO NEGRO 709S,WMED,24/03/2017 21:00,25/03/2017 17:43,26/03/2017 02:15,HAM,25/03/2017 19:00,1,IN
MSC GENEVA UA 711R,USA-STRING,24/03/2017 09:00,25/03/2017 23:25,26/03/2017 20:13,MSC,25/03/2017 07:00,2,IN
MAERSK LIRQUEN 707W,IPANE-ASAS,25/03/2017 13:00,25/03/2017 15:05,27/03/2017 09:50,MAE,26/03/2017 01:00,3,IN
MAERSK LANCO 1704,SAMBA,26/03/2017 13:00,26/03/2017 14:50,27/03/2017 13:40,MAE,26/03/2017 13:00,1,IN
MSC LUISA UA 709A,USA-STRING,27/03/2017 00:30,27/03/2017 02:55,27/03/2017 19:08,MSC,27/03/2017 07:00,2,IN
PEDRO ALVARES CABRAL 035N,ALCT1,25/03/2017 21:10,27/03/2017 12:10,27/03/2017 19:42,ALI,29/03/2017 19:00,3,IN
CORDELIA 011N,SAS,26/03/2017 23:42,27/03/2017 17:28,28/03/2017 12:35,LOG,27/03/2017 19:00,1,IN
MERCOSUL SANTOS 1708,MERCO,28/03/2017 07:15,28/03/2017 20:43,29/03/2017 16:25,MER,31/03/2017 13:00,2,IN
ALDEBARAN 039S,SAS,29/03/2017 11:30,29/03/2017 12:25,30/03/2017 04:45,LOG,28/03/2017 13:00,3,OUT
MSC AGADIR SS 711R,SPAIN,29/03/2017 01:30,29/03/2017 03:35,30/03/2017 17:32,MSC,28/03/2017 07:00,1,OUT
MAERSK LOTA 1703,SAMBA,30/03/2017 02:30,30/03/2017 04:10,30/03/2017 18:42,MAE,27/03/2017 19:00,2,OUT
MSC KRYSTAL NA 712R,NWC1,29/03/2017 07:00,30/03/2017 10:30,31/03/2017 06:40,MSC,30/03/2017 19:00,3,IN
ALGOL 1708,SAE,30/03/2017 12:00,31/03/2017 02:30,31/03/2017 11:35,MER,31/03/2017 01:00,1,IN
RIO BARROW NA 710A,NWC1,30/03/2017 22:30,31/03/2017 09:10,31/03/2017 22:45,HLC,31/03/2017 13:00,2,IN
LOGIN AMAZONIA 1713A,VITORIA,31/03/2017 05:00,31/03/2017 10:20,01/04/2017 08:00,MSC,01/04/2017 01:00,3,IN
MSC ALICANTE MM 712R,WMED,31/03/2017 10:18,01/04/2017 02:25,01/04/2017 18:35,MSC,31/03/2017 19:00,2,IN
MSC MAUREEN UA 712R,USA-STRING,31/03/2017 02:20,31/03/2017 22:00,02/04/2017 07:40,MSC,01/04/2017 07:00,1,IN
RHODOS MM 710A,WMED,01/04/2017 19:40,01/04/2017 22:25,02/04/2017 11:50,MSC,01/04/2017 19:00,3,OUT
MOL ABIDJAN 708A,IPANE-ASAS,01/04/2017 22:30,02/04/2017 00:00,02/04/2017 20:10,MOL,02/04/2017 01:00,2,IN
SEBASTIAO CABOTO 039N,ALCT1,02/04/2017 01:50,02/04/2017 17:50,02/04/2017 22:10,ALI,05/04/2017 19:00,3,IN
MSC VANESSA UA 710A,USA-STRING,03/04/2017 03:00,03/04/2017 04:50,04/04/2017 04:55,MSC,03/04/2017 07:00,3,IN
CEZANNE 1705,SAMBA,03/04/2017 17:30,03/04/2017 18:55,04/04/2017 12:25,MAE,03/04/2017 19:00,2,IN
BOMAR RESOLVE 007N,SAS,04/04/2017 06:00,04/04/2017 08:45,04/04/2017 21:40,LOG,03/04/2017 19:00,3,OUT
MAERSK LAMANAI 1704,SAMBA,02/04/2017 11:00,03/04/2017 11:00,05/04/2017 07:45,MAE,02/04/2017 13:00,1,IN
MERCOSUL MANAUS 1707,SAS,04/04/2017 07:00,05/04/2017 05:30,05/04/2017 15:35,MER,04/04/2017 13:00,3,IN
MAERSK LAGUNA 706E,IPANE-ASAS,04/04/2017 20:00,05/04/2017 04:50,06/04/2017 11:47,MAE,04/04/2017 07:00,2,OUT
MERCOSUL SUAPE 1708,MERCO,04/04/2017 15:00,05/04/2017 17:15,06/04/2017 12:40,MER,07/04/2017 13:00,3,IN
RIO BARROW NA 713R,NWC1,05/04/2017 06:30,06/04/2017 16:45,07/04/2017 12:11,HLC,06/04/2017 19:00,2,IN
SAN ALVARO 711W,SAE,06/04/2017 17:00,06/04/2017 18:45,07/04/2017 13:35,ALI,07/04/2017 01:00,3,IN
MSC AZOV SS 712R,SPAIN,05/04/2017 10:00,05/04/2017 11:50,08/04/2017 00:10,MSC,04/04/2017 07:00,1,OUT
LOGIN AMAZONIA 1714A,VITORIA,07/04/2017 05:25,07/04/2017 16:05,08/04/2017 11:10,MSC,08/04/2017 01:00,3,IN
RIO NEGRO 709N,WMED,07/04/2017 17:00,07/04/2017 19:30,08/04/2017 13:40,HAM,07/04/2017 19:00,2,IN
MSC CORUNA MM 711A,WMED,08/04/2017 05:00,08/04/2017 06:35,08/04/2017 20:45,MSC,08/04/2017 19:00,1,IN
LOG-IN PANTANAL 162,SHUTTLE RI,08/04/2017 17:00,09/04/2017 03:00,09/04/2017 09:10,LOG,06/04/2017 13:00,1,OUT
MSC LUISA UA 713R,USA-STRING,07/04/2017 22:35,08/04/2017 20:05,09/04/2017 10:45,MSC,08/04/2017 07:00,3,IN
MSC MARTA UA 711A,USA-STRING,09/04/2017 03:00,09/04/2017 05:25,10/04/2017 02:10,MSC,10/04/2017 07:00,2,IN
MSC VITA FI 709A,IPANE-ASAS,09/04/2017 06:00,09/04/2017 14:55,10/04/2017 12:05,MSC,09/04/2017 01:00,1,OUT
BARTOLOMEU DIAS 026N,ALCT1,09/04/2017 08:20,10/04/2017 09:40,10/04/2017 21:15,ALI,12/04/2017 19:00,3,IN
MSC MARINA NA 711A,NWC1,10/04/2017 06:00,10/04/2017 09:05,11/04/2017 04:48,MSC,07/04/2017 13:00,2,OUT
CORDELIA 011S,SAS,11/04/2017 11:00,11/04/2017 12:10,11/04/2017 23:40,LOG,11/04/2017 13:00,3,IN
ALDEBARAN 040N,SAS,12/04/2017 05:00,12/04/2017 11:50,13/04/2017 02:33,LOG,10/04/2017 19:00,3,OUT
LOG-IN PANTANAL 163,SHUTTLE RI,12/04/2017 13:20,13/04/2017 05:05,13/04/2017 10:30,LOG,13/04/2017 13:00,3,IN
MAERSK LIRQUEN 707E,IPANE-ASAS,11/04/2017 20:00,11/04/2017 22:05,13/04/2017 16:15,MAE,11/04/2017 07:00,2,OUT
MSC AMALFI SS 713R,SPAIN,11/04/2017 23:00,12/04/2017 02:55,13/04/2017 18:15,MSC,11/04/2017 07:00,1,OUT
MSC MARTA NA 714R,NWC1,13/04/2017 05:30,13/04/2017 15:35,14/04/2017 04:38,MSC,13/04/2017 19:00,3,IN
ALGOL 1710,SAE,13/04/2017 14:30,14/04/2017 00:15,14/04/2017 10:05,MER,14/04/2017 01:00,2,IN
MAERSK LABREA 1705,SAMBA,14/04/2017 21:00,14/04/2017 22:58,15/04/2017 17:40,MAE,10/04/2017 19:00,1,OUT
RHODOS MM 714R,WMED,15/04/2017 01:00,15/04/2017 03:23,15/04/2017 21:50,MSC,14/04/2017 19:00,2,OUT
LOGIN AMAZONIA 1715A,VITORIA,15/04/2017 06:30,15/04/2017 07:50,16/04/2017 02:00,MSC,15/04/2017 01:00,3,OUT
MSC VIGO MM 712A,WMED,15/04/2017 09:00,15/04/2017 21:10,16/04/2017 10:10,MSC,14/04/2017 19:00,1,OUT
MSC VANESSA UA 714R,USA-STRING,15/04/2017 08:42,16/04/2017 06:00,17/04/2017 01:15,MSC,10/04/2017 07:00,3,OUT
MOL ANCHORAGE 710A,IPANE-ASAS,15/04/2017 22:00,16/04/2017 01:15,17/04/2017 03:15,MOL,18/04/2017 07:00,2,IN
FERNAO DE MAGALHAES 034N,ALCT1,16/04/2017 20:00,17/04/2017 06:25,17/04/2017 15:45,ALI,19/04/2017 19:00,3,IN
MAERSK LOTA 1704,SAMBA,16/04/2017 21:00,16/04/2017 22:40,17/04/2017 23:10,MAE,16/04/2017 13:00,1,OUT
MSC FLORENTINA UA 712A,USA-STRING,17/04/2017 07:00,17/04/2017 08:45,18/04/2017 06:15,MSC,17/04/2017 07:00,2,IN
MERCOSUL MANAUS 1708,SAS,17/04/2017 22:20,18/04/2017 02:35,18/04/2017 11:20,MER,17/04/2017 19:00,1,OUT
MOL ABIDJAN 714B,IPANE-ASAS,17/04/2017 22:15,18/04/2017 09:40,19/04/2017 22:40,MOL,18/04/2017 07:00,2,IN
MAERSK LIMA 1705,SAMBA,17/04/2017 11:00,17/04/2017 18:30,20/04/2017 04:30,MAE,17/04/2017 19:00,3,IN
MSC ARICA SS 714R,SPAIN,17/04/2017 11:52,18/04/2017 14:45,20/04/2017 08:20,MSC,18/04/2017 07:00,1,IN
BOMAR RESOLVE 007S,SAS,19/04/2017 01:00,20/04/2017 01:05,20/04/2017 09:10,LOG,18/04/2017 13:00,2,OUT
MAERSK LABREA 1705B,SAMBA,14/04/2017 20:00,20/04/2017 07:40,20/04/2017 20:15,MAE,09/04/2017 13:00,3,OUT
MSC VIDHI NA 712A,NWC1,19/04/2017 16:24,20/04/2017 13:00,21/04/2017 03:50,MSC,14/04/2017 13:00,2,OUT
SAN ALVARO 713W,SAE,20/04/2017 10:00,20/04/2017 23:40,21/04/2017 09:05,ALI,21/04/2017 01:00,1,IN
CEZANNE 1706,SAMBA,17/04/2017 05:16,20/04/2017 16:00,21/04/2017 22:10,MAE,16/04/2017 13:00,3,OUT
LOG-IN PANTANAL 164,SHUTTLE RI,20/04/2017 20:00,21/04/2017 10:30,21/04/2017 23:10,LOG,20/04/2017 13:00,3,OUT
MSC CORUNA MM 715R,WMED,21/04/2017 06:00,21/04/2017 07:30,22/04/2017 03:15,MSC,21/04/2017 19:00,2,IN
LOGIN AMAZONIA 1716A,VITORIA,21/04/2017 21:00,22/04/2017 01:50,22/04/2017 20:20,MSC,22/04/2017 01:00,3,IN
MERCOSUL ITAJAI 1710,MERCO,21/04/2017 20:05,22/04/2017 06:50,22/04/2017 21:10,MER,21/04/2017 13:00,2,OUT
MSC FIAMMETTA NA 713A,NWC1,22/04/2017 06:00,22/04/2017 13:35,23/04/2017 04:15,MSC,21/04/2017 13:00,1,OUT
MSC MARINA UA 715R,USA-STRING,21/04/2017 07:46,23/04/2017 02:20,23/04/2017 20:35,MSC,22/04/2017 07:00,2,IN
MSC BARCELONA MM 713A,WMED,22/04/2017 18:48,23/04/2017 03:30,23/04/2017 22:10,MSC,22/04/2017 19:00,3,IN
MSC NAOMI FI 711A,IPANE-ASAS,22/04/2017 18:35,23/04/2017 07:30,24/04/2017 04:50,MSC,23/04/2017 01:00,1,IN
AMERICO VESPUCIO 034N,ALCT1,22/04/2017 19:25,24/04/2017 02:10,24/04/2017 09:40,ALI,26/04/2017 19:00,3,IN
MAERSK LABREA 1706,SAMBA,24/04/2017 06:00,24/04/2017 08:10,24/04/2017 22:15,MAE,23/04/2017 13:00,2,OUT
CORDELIA 012N,SAS,24/04/2017 18:45,25/04/2017 02:10,25/04/2017 11:05,LOG,24/04/2017 19:00,2,IN
MAERSK LINS 1705,SAMBA,24/04/2017 17:00,24/04/2017 19:45,25/04/2017 15:10,MAE,24/04/2017 19:00,1,IN
MSC MICHAELA UA 713A,USA-STRING,24/04/2017 17:30,24/04/2017 20:15,25/04/2017 22:20,MSC,24/04/2017 07:00,3,OUT
ALDEBARAN 040S,SAS,25/04/2017 16:18,26/04/2017 01:20,26/04/2017 15:50,LOG,25/04/2017 13:00,3,OUT
MSC VITA FI 715R,IPANE-ASAS,24/04/2017 23:30,25/04/2017 14:40,27/04/2017 03:00,MSC,25/04/2017 07:00,2,IN
MERCOSUL SANTOS 1710,MERCO,25/04/2017 19:00,26/04/2017 17:25,27/04/2017 07:45,MER,28/04/2017 13:00,3,IN
MSC AJACCIO SS 715R,SPAIN,25/04/2017 05:36,25/04/2017 21:50,29/04/2017 15:40,MSC,25/04/2017 07:00,1,IN
MSC VIDHI NA 715R,NWC1,25/04/2017 12:36,27/04/2017 06:30,27/04/2017 20:15,MSC,20/04/2017 19:00,2,OUT
ALGOL 1712,SAE,27/04/2017 11:30,27/04/2017 12:35,28/04/2017 05:40,MER,28/04/2017 01:00,3,IN
MSC FIAMMETTA NA 716R,NWC1,26/04/2017 15:00,28/04/2017 00:00,28/04/2017 09:45,MSC,27/04/2017 19:00,2,IN
MSC VIGO MM 716R,WMED,28/04/2017 08:00,28/04/2017 13:20,29/04/2017 03:10,MSC,28/04/2017 19:00,2,IN
LOGIN AMAZONIA 1717A,VITORIA,28/04/2017 16:00,28/04/2017 17:15,29/04/2017 13:15,MSC,29/04/2017 01:00,3,IN
MSC MARGARITA NA 714A,NWC1,29/04/2017 05:00,29/04/2017 08:05,30/04/2017 03:20,MSC,28/04/2017 13:00,2,OUT
RIO DE JANEIRO 714S,WMED,29/04/2017 11:00,29/04/2017 20:00,30/04/2017 04:15,HAM,29/04/2017 19:00,1,IN
MSC FLORENTINA UA 716R,USA-STRING,28/04/2017 08:00,30/04/2017 01:10,30/04/2017 19:35,MSC,29/04/2017 07:00,3,IN
MSC SARA ELENA FI 712A,IPANE-ASAS,30/04/2017 07:00,30/04/2017 12:40,01/05/2017 05:15,MSC,30/04/2017 01:00,2,OUT
VICENTE PINZON 024N,ALCT1,29/04/2017 21:00,01/05/2017 09:45,01/05/2017 22:20,ALI,03/05/2017 19:00,3,IN
NORTHERN MAJESTIC UA 714A,USA-STRING,01/05/2017 07:30,01/05/2017 09:05,02/05/2017 03:20,MSC,01/05/2017 07:00,1,OUT
BOMAR RESOLVE 008N,SAS,01/05/2017 18:00,01/05/2017 20:10,02/05/2017 05:05,LOG,01/05/2017 19:00,2,IN
MERCOSUL MANAUS 1709,SAS,02/05/2017 05:30,02/05/2017 08:55,03/05/2017 00:15,MER,02/05/2017 13:00,3,IN
MAERSK LIMA 1706,SAMBA,02/05/2017 10:30,02/05/2017 12:35,03/05/2017 06:20,MAE,30/04/2017 13:00,2,OUT
MAERSK LEON 1705,SAMBA,02/05/2017 16:30,03/05/2017 03:25,03/05/2017 14:50,MAE,01/05/2017 19:00,3,OUT
MERCOSUL SUAPE 1710,MERCO,02/05/2017 11:00,03/05/2017 16:30,04/05/2017 12:10,MER,05/05/2017 13:00,3,IN
MSC MELINE SS 716R,SPAIN,02/05/2017 20:00,02/05/2017 23:25,04/05/2017 16:10,MSC,02/05/2017 07:00,1,OUT
MOL ANCHORAGE 716B,IPANE-ASAS,02/05/2017 21:12,03/05/2017 09:55,04/05/2017 18:40,MOL,02/05/2017 07:00,2,OUT
MSC MARGARITA NA 717R,NWC1,03/05/2017 08:00,04/05/2017 15:20,05/05/2017 06:35,MSC,04/05/2017 19:00,3,IN
SAN ALVARO 715W,SAE,04/05/2017 05:00,04/05/2017 21:05,05/05/2017 15:35,ALI,05/05/2017 01:00,1,IN
LOG-IN PANTANAL 166,SHUTTLE RI,03/05/2017 22:00,05/05/2017 10:00,05/05/2017 19:15,LOG,04/05/2017 13:00,3,IN
